income,employment_type,credit_score,loan_amount,interest_rate,tenure_years,market_value,price_trend,fraud_flag,dti_ratio,ltv_ratio,default
90031,salaried,381,408710,10.712604699370974,29,573057,rising,0,0.3783048801709041,0.7132100297178117,1
96429,salaried,430,435893,6.430011226657264,22,522765,stable,0,0.3766959801166316,0.8338220806672214,1
111083,self-employed,604,173765,8.745482433795813,17,338667,rising,0,0.13035673025275393,0.5130851249162156,0
107922,self-employed,670,437025,12.97732263348214,15,91549,rising,0,0.33745436518967403,4.77367311494391,1
75766,contract,683,474089,8.673907286970705,18,544432,stable,0,0.521439915881354,0.8707956181855585,1
144046,self-employed,744,178389,5.870172183027887,22,105739,stable,1,0.10320140788359274,1.687069104114849,1
33403,salaried,724,239699,10.56784910928188,29,363353,falling,0,0.5979976848386871,0.6596863105575019,1
52097,salaried,460,247227,13.451208514960348,23,187051,falling,0,0.3954594314451888,1.32170905261132,1
98657,self-employed,477,337516,12.959263871435024,28,561184,rising,1,0.2850921205118069,0.6014355362946913,1
140607,salaried,789,315786,6.751231401303532,19,95116,rising,0,0.1871564004637038,3.3200092518608857,1
30966,salaried,626,310220,11.727646144124666,13,100045,falling,0,0.8348403625481711,3.100804637912939,1
144862,salaried,588,471217,7.205042634356471,12,499543,rising,0,0.2710723539184419,0.9432961727018495,1
119157,salaried,653,346208,7.1820753455217226,24,115709,falling,0,0.24212313726148416,2.9920576618931976,1
138834,salaried,327,275898,13.740717733051852,5,385761,stable,0,0.16560424679833471,0.7152044919004253,1
113848,salaried,342,326266,7.496689527402301,8,533355,stable,1,0.23881696062586372,0.6117238987166146,1
72921,salaried,722,468036,7.632473465180112,18,237977,rising,0,0.5348664993623236,1.96672787706375,1
69726,salaried,476,118431,5.0065339076129955,29,537364,falling,0,0.14154332673608122,0.22039250861613358,1
146141,contract,828,105745,13.706690341255177,6,283675,falling,0,0.06029850167532269,0.3727681325460474,0
70300,salaried,793,100081,12.925948132091348,20,309167,stable,0,0.11863560929350403,0.3237117803646573,0
42677,salaried,497,451927,11.27328935090678,7,461923,rising,0,0.8824562020135749,0.97836002970192,1
75609,self-employed,816,266204,12.502657639388422,12,385063,rising,0,0.2933998157185873,0.6913258349932349,0
116825,salaried,813,462009,6.520485674244918,10,425665,rising,0,0.32955916969826665,1.0853816968743026,1
76661,contract,321,451415,9.583235945875755,20,566121,rising,0,0.49070474774222445,0.7973825383619403,1
51024,self-employed,411,126253,8.51219387348781,28,556616,rising,0,0.2061987169436605,0.22682244132400076,1
128211,salaried,356,348335,5.937765262570165,20,299222,falling,0,0.22640738054197118,1.16413565847431,1
90313,salaried,365,322355,9.86130485214924,11,269518,falling,0,0.2974424132369279,1.1960425648750732,1
147813,self-employed,397,161086,14.207396503426354,17,263500,rising,0,0.09081632422948815,0.6113320683111955,1
73006,contract,443,499962,5.400591190506945,17,521110,falling,0,0.5706859710160809,0.9594173974784594,1
115285,salaried,734,464758,7.914609134937939,9,554365,rising,0,0.33594859117260123,0.8383610076393712,0
35338,self-employed,385,474528,7.075409362057035,29,348591,stable,0,1.1190220159601563,1.3612743874626712,1
88027,salaried,643,488458,7.381466536656963,24,85499,stable,0,0.4624130475119376,5.713025883343665,1
112772,contract,593,414115,14.084345518793754,26,119041,stable,0,0.3060119828799111,3.4787594190236977,1
133632,salaried,542,143783,9.680690542342901,22,373459,stable,0,0.08966352869572158,0.3850034408060858,1
100135,contract,331,175681,9.662994129398188,19,212371,rising,0,0.14620345866413675,0.8272362987413536,1
39508,self-employed,690,137893,12.605756424552823,22,462650,rising,0,0.2908545948499882,0.2980503620447422,0
140379,self-employed,576,498604,6.544922040049258,6,578221,falling,0,0.2959868166416154,0.862306972593524,1
23051,salaried,831,208763,9.872653541000508,14,216066,stable,0,0.7547141844894654,0.966200142549036,1
68747,salaried,453,127960,9.299852141210597,27,306486,rising,1,0.1551097987306113,0.41750683554876894,1
134692,salaried,682,396532,10.96910690546656,17,292235,rising,0,0.24533256120135816,1.3568942802881243,1
107142,salaried,367,72601,14.995577032504386,22,337831,stable,0,0.05646789618761395,0.21490330964298718,1
107235,salaried,513,461236,12.69448894082047,19,480705,rising,0,0.35843086057102,0.9594990690756285,1
74021,self-employed,675,189227,8.978657030174272,16,433791,falling,0,0.21303301315392478,0.4362169800664375,0
86412,salaried,512,250191,13.27553052274047,19,374499,falling,0,0.24127725315928344,0.668068539568864,1
78335,salaried,378,217849,6.707083633124801,17,415949,rising,0,0.23174932448245783,0.5237396892407483,1
76179,contract,680,331854,5.304636863089601,22,410511,rising,0,0.3630199923863532,0.8083924669497285,0
52093,self-employed,357,420858,7.04448372464273,19,452050,falling,0,0.6732478451999309,0.9309987833204292,1
89678,contract,325,205604,8.404115561142596,29,459553,falling,0,0.1910576358378495,0.4473999734524636,1
100738,contract,746,178727,10.105807574595598,27,419499,stable,1,0.14784804807189608,0.42604869141523577,1
59734,salaried,365,461817,11.151291405411998,15,196220,rising,0,0.6442687581611812,2.353567424319641,1
92615,salaried,553,113227,14.106057172144217,23,301421,rising,0,0.10187964512587953,0.37564403276480407,1
93523,self-employed,343,186039,10.098540095504577,7,429317,falling,0,0.16576938293254065,0.43333713782589556,1
125103,self-employed,396,134289,10.012756446257294,11,344140,falling,0,0.08945229131195895,0.39021619108502353,1
114476,salaried,526,201094,5.502430098229821,25,331071,rising,0,0.14638730680084328,0.6074044540294982,1
122769,self-employed,735,486679,5.3491155265622385,18,386531,falling,0,0.3303487308142392,1.2590943546571944,1
37019,salaried,678,255743,10.511599619163722,18,588181,rising,0,0.5757021169309454,0.43480323233834484,1
131721,salaried,477,317866,9.381786132483445,26,83089,rising,0,0.20109802790240988,3.8256086846634334,1
103613,salaried,726,208485,13.391803949802986,17,440971,rising,0,0.16767924874291837,0.47278619228928886,0
111794,salaried,606,393194,6.606795847118452,16,362803,rising,1,0.2930941433946962,1.0837672235345353,1
106672,salaried,803,283820,5.249716621170496,28,387322,falling,0,0.22172328883555822,0.7327753135633917,0
93847,salaried,567,286994,9.490387679301259,13,593269,falling,0,0.2548421011504541,0.48375020437609245,1
102750,self-employed,307,395740,7.374785567522575,5,175965,falling,0,0.32095701540957017,2.2489699656181625,1
99634,salaried,807,378876,5.496143733388374,23,161268,stable,0,0.316889816729229,2.349356350918967,1
48251,salaried,775,455513,12.24598286847629,15,427186,rising,0,0.7867073566696372,1.066310693702509,1
123481,self-employed,596,118323,6.115929999572475,27,448615,rising,0,0.07985236595103701,0.26375176933450734,1
132566,contract,463,335960,11.083195000077717,26,281798,rising,0,0.21119040075635281,1.192201506043336,1
45945,self-employed,784,90695,7.810497501668891,27,412255,rising,0,0.1644992200819821,0.21999733174855368,0
110852,self-employed,371,462918,6.73496050355022,28,317103,falling,0,0.34800003608414826,1.4598348170783626,1
52217,self-employed,537,468458,8.797515229193174,26,324754,falling,0,0.7476141231144391,1.4425010931351114,1
28308,salaried,403,105841,13.014457762229537,23,245637,falling,1,0.3115756441053177,0.4308837837947866,1
25949,salaried,509,440642,8.920935769045727,22,442579,rising,0,1.4150898557426748,0.9956233802326816,1
71990,salaried,767,248784,12.507696492110558,16,169242,rising,0,0.2879844422836505,1.4699897188641118,1
21150,salaried,753,157096,6.254862967991507,27,455348,falling,0,0.6189755713159969,0.3450020643551745,1
109480,salaried,567,142764,12.72771419665079,5,233956,rising,1,0.10866824990865911,0.610217305818188,1
120235,self-employed,685,496790,7.369333249066487,23,359343,falling,0,0.344318764641466,1.3824952761011067,1
94740,salaried,686,135744,11.773931298888728,24,140038,stable,0,0.11940046442896347,0.9693368942715549,1
136352,salaried,558,340626,10.657815548409964,21,137786,rising,0,0.2081780978643511,2.47213795305764,1
86617,salaried,582,59171,14.291447172116873,9,451780,falling,0,0.05692781632550962,0.13097303997520918,1
114841,self-employed,339,150755,8.87322517975314,7,316042,falling,0,0.10939400272260488,0.4770093848285987,1
36896,salaried,785,158125,5.661651888344404,6,391438,rising,0,0.35714124385660595,0.4039592476969533,0
145729,self-employed,519,442866,5.191554855512529,7,289087,falling,1,0.253247466187238,1.5319471301027026,1
66175,salaried,428,418226,13.26858560972753,12,245250,rising,0,0.5266666666666666,1.7053047910295616,1
27805,salaried,819,53696,10.247356376614322,20,485881,rising,0,0.1609302883174489,0.11051265639117397,0
25237,salaried,559,176310,12.752440518349493,10,342678,falling,0,0.5821809248325871,0.5145063295571937,1
135247,self-employed,665,463274,7.344256000115147,17,433972,stable,0,0.2854493383710298,1.067520485192593,1
40056,salaried,843,201385,8.450837455132337,27,378276,rising,1,0.4189655315891086,0.5323758314035255,1
65543,self-employed,823,331293,5.301038722113189,26,457864,rising,0,0.42121584303434384,0.7235620184159488,0
76556,salaried,315,442208,14.614923245741121,26,378254,stable,0,0.4813556960482087,1.169076863694766,1
134548,salaried,428,365665,11.678679067008133,20,269826,stable,0,0.22647741574258504,1.3551881582946046,1
131488,self-employed,408,95740,14.332050877593062,20,405724,falling,0,0.06067727346475217,0.23597322317634647,1
23343,self-employed,832,156611,7.6549640742907235,7,495685,rising,0,0.5590933756015365,0.31594863673502327,1
33500,self-employed,568,448172,11.114636112256608,17,406160,stable,0,1.1148557213930348,1.1034370691353161,1
73222,self-employed,461,298922,11.784999682926378,18,126233,rising,0,0.34020057723999164,2.368017871713419,1
49375,self-employed,559,378785,8.175497002575884,12,576020,falling,0,0.6392995780590718,0.6575900142356168,1
29662,self-employed,401,113811,13.4810923501563,16,472007,rising,0,0.3197441170521206,0.24112142404667727,1
36964,self-employed,805,495376,14.471614629002477,27,277780,falling,0,1.1167983262994625,1.7833393332853338,1
133429,self-employed,546,232385,13.848551176960044,27,531448,rising,0,0.14513648956873443,0.43726761602264,1
141692,self-employed,836,113232,12.390669759393726,26,304522,falling,0,0.06659515004375688,0.3718352040246682,0
79638,self-employed,430,327561,7.77464679724954,25,559653,rising,0,0.342760365654587,0.5852930297881008,1
93666,self-employed,652,205801,7.816160421056317,12,186311,rising,0,0.1830982782795607,1.104610033760755,1
105067,salaried,495,162492,14.633603204460378,25,114409,falling,0,0.1288796672599389,1.4202728806300204,1
138937,self-employed,681,80099,5.10284495935692,29,326231,stable,0,0.04804275798863274,0.24552847522154547,0
87215,self-employed,526,279206,12.160499732421446,13,492540,stable,0,0.2667794148560072,0.566869695862265,1
89042,salaried,775,473177,12.062461625552622,5,481954,rising,0,0.4428406444898662,0.9817887184254099,1
33284,self-employed,776,455818,11.226895409497974,10,576246,falling,0,1.1412340263590113,0.7910128660329095,1
92789,salaried,564,168474,14.901088460868658,27,583309,falling,0,0.15130565045425642,0.2888246195412723,1
104664,salaried,671,321400,8.118794357637253,23,366198,rising,0,0.255898239445591,0.8776672728960836,1
113468,self-employed,785,293588,8.399718637932482,27,109709,rising,0,0.21561732529582497,2.676061216490899,1
81389,salaried,733,84681,5.789394029465555,15,189321,falling,0,0.08670397719593557,0.44728793953127227,0
29435,self-employed,510,141328,9.427981365437375,15,558859,stable,1,0.4001132438706755,0.2528866851925083,1
74340,self-employed,676,268512,7.610485262348481,27,80363,falling,0,0.3009954264191552,3.341239127459154,1
64078,salaried,694,355505,8.433867021776443,17,352502,falling,0,0.46233366626091116,1.0085191006008476,1
98832,salaried,749,84540,13.345717902556277,15,574829,falling,0,0.07128258054071555,0.1470698242433837,0
71293,salaried,663,207608,14.354845135274957,22,588449,rising,0,0.24266992084309352,0.3528054257888109,0
115981,self-employed,756,134700,6.8573307200518565,27,476456,falling,0,0.09678309378260232,0.28271235958829355,0
98781,contract,525,390676,8.725089315534658,19,545417,falling,0,0.32958092480672735,0.7162886378679065,1
80403,self-employed,430,237647,14.286305621153941,5,125689,rising,0,0.24630818087218967,1.8907541630532505,1
49124,salaried,775,439770,5.618084606892227,25,344080,stable,0,0.7460202752218875,1.278103929318763,1
115435,self-employed,576,446087,5.923605281113785,29,454416,rising,0,0.32203332322663547,0.9816709798950741,1
63919,salaried,455,96002,6.627909892062293,11,171074,stable,0,0.12516101107130378,0.5611723581607959,1
128761,self-employed,517,99812,10.952128341268747,27,255037,rising,0,0.06459771721768755,0.3913628218650627,1
141305,salaried,489,465842,6.5047227100599745,17,288606,rising,0,0.27472606536687777,1.6141105867514882,1
55247,self-employed,716,241051,14.680763814507335,16,80882,rising,0,0.36359591169354594,2.9802799139487153,1
141172,salaried,845,307906,9.467145272585203,22,493440,falling,0,0.1817558250455709,0.6239988651102464,0
114758,contract,340,158946,10.015179603501664,28,447371,rising,0,0.1154211471095697,0.35528901068687957,1
111747,salaried,606,116668,7.466586158054065,23,334822,falling,0,0.08700308136534612,0.34844783198236673,0
82752,self-employed,637,149003,9.709602524347336,19,592515,falling,0,0.15004974703531837,0.2514754900719813,0
76573,contract,613,261142,11.619136326370114,12,205865,falling,0,0.2841972148581528,1.2685109173487479,1
79101,salaried,374,270462,12.511771369540428,23,585228,rising,0,0.2849331866853769,0.4621480858742234,1
122756,contract,578,355142,12.53868082709913,14,203745,falling,0,0.24108936969815462,1.743070995607254,1
46646,self-employed,475,244886,10.778911126940883,11,504041,rising,0,0.43749017422001174,0.4858453974974258,1
124185,salaried,572,154601,14.043597749938572,22,543956,falling,0,0.10374374253465932,0.28421600276492953,1
43049,salaried,588,488823,13.174078473061094,20,108885,rising,0,0.9462531069246672,4.4893511502961845,1
99605,self-employed,571,319956,12.570481146986253,24,251128,stable,0,0.2676873650921138,1.2740753719218885,1
118116,salaried,365,111844,5.556055216804606,10,476419,falling,0,0.07890830483027984,0.23475973880134923,1
117379,salaried,782,251165,5.068779622196493,13,271313,falling,0,0.17831483201140466,0.9257389067239683,1
88385,salaried,547,445395,7.124472771954729,25,475460,falling,0,0.4199383379532726,0.9367664998107096,1
146131,self-employed,455,224870,11.635235939134523,17,440466,rising,1,0.12823539609437196,0.5105274867980729,1
60158,salaried,346,124601,9.111974888825458,29,588545,rising,0,0.17260242472599932,0.21171023456150337,1
85417,self-employed,753,451491,9.024062592993118,25,410763,stable,0,0.4404773054544177,1.099152065789762,1
43289,contract,500,493790,13.845868882296138,12,101584,stable,0,0.9505686587046748,4.860903291856985,1
130226,contract,423,360001,13.955628481318387,20,350665,rising,0,0.23036938348204916,1.0266237006829881,1
120793,self-employed,300,437699,14.091752640535857,17,261089,falling,0,0.30196217220092775,1.6764360045808135,1
29823,salaried,490,332844,8.138780765150273,17,375685,falling,0,0.9300539851792241,0.8859656361047153,1
80160,self-employed,815,307927,11.910558127392617,21,109063,falling,0,0.32011705755156356,2.8233864830419115,1
61975,salaried,741,482680,7.716331812743697,27,150268,rising,0,0.6490251445475326,3.212127665238108,1
29540,salaried,442,223423,6.906098330744498,24,336306,rising,0,0.6302837959828481,0.664344376847276,1
36364,salaried,490,143330,6.846324573473693,9,206218,rising,0,0.32846129872034613,0.6950411700239553,1
24611,salaried,832,275391,8.42107620863594,26,460350,stable,0,0.9324793791394093,0.5982209188660802,1
47663,self-employed,526,263606,9.299576197798217,25,538168,falling,0,0.46088510304988495,0.48982102243165704,1
71991,self-employed,612,457085,13.309491710550684,21,304126,falling,0,0.5290997022775995,1.5029461473205186,1
77679,salaried,601,241387,6.198910934727121,13,250635,stable,0,0.2589578049837579,0.9631017216270672,1
124182,salaried,759,291133,12.349258473948943,6,250824,falling,0,0.1953671492916311,1.1607063119956622,1
50977,contract,700,464170,10.314549141893053,29,306305,stable,0,0.7587899117902845,1.5153849920830544,1
114704,salaried,692,212627,7.879453426759925,22,475783,falling,0,0.15447514181429303,0.44689911156977025,0
69115,salaried,506,375497,9.928195845328247,13,489337,rising,0,0.45274421857290986,0.7673586914539469,1
111007,salaried,509,488242,7.999420697770226,10,474890,stable,0,0.36652493386302964,1.0281159847543642,1
108223,self-employed,414,412916,10.960819552383061,15,156411,falling,0,0.3179515136954868,2.6399422035534585,1
80890,self-employed,550,228048,9.338439228552442,29,189876,rising,0,0.2349363332921251,1.2010364659040638,1
86387,salaried,518,403646,6.6440552907887875,10,539491,rising,0,0.3893776455562372,0.7481978383327988,1
38071,salaried,706,426087,6.165830745556967,10,278153,rising,0,0.9326587166084421,1.5318439851448664,1
79275,self-employed,742,421994,10.4669568207213,17,240212,falling,1,0.44359718280248084,1.7567565317303049,1
92369,self-employed,653,95095,14.024130332861034,15,598355,stable,0,0.085792672144695,0.1589273926013821,0
31938,salaried,849,195342,8.439576865576855,18,220399,stable,0,0.5096906506356065,0.8863107364370981,1
55195,contract,441,211980,12.330001072226231,6,543879,stable,1,0.32004710571609746,0.3897558096561919,1
111680,salaried,800,327667,11.586613549397669,12,103331,rising,0,0.24449841809933143,3.1710425719290436,1
24000,salaried,846,112433,14.31554914309481,7,103004,rising,0,0.3903923611111111,1.091540134363714,1
90588,contract,841,490284,13.209810172991409,27,318441,rising,0,0.45102000264935754,1.5396384259564566,1
121042,salaried,806,69991,10.66605258905463,25,461387,stable,0,0.04818644217158782,0.15169694854861537,0
113610,self-employed,580,322919,11.570304982341073,7,483708,rising,0,0.2368622187014054,0.6675907779073326,1
140420,salaried,723,397139,13.983864665840349,5,528013,falling,0,0.2356852062859042,0.7521386784037514,0
123691,salaried,569,197745,8.995187845869347,28,269167,falling,0,0.13322513359904925,0.7346554369592112,1
126306,contract,453,172808,8.267947058577773,23,486965,falling,0,0.11401411387160283,0.3548673929337837,1
117856,salaried,382,208128,5.108110836351964,22,405361,rising,0,0.1471626391528645,0.513438638645553,1
58304,self-employed,725,187686,13.265510741914643,21,169044,stable,0,0.26825775246981337,1.1102789806204303,1
131783,salaried,574,57415,13.009807004033648,24,351189,stable,0,0.036306529167899754,0.16348746686257257,1
89449,salaried,583,296038,6.044545181001514,28,362260,rising,0,0.27579775440008647,0.8171975928890852,1
102986,salaried,472,487100,10.768573811327002,17,98667,falling,0,0.3941474245690353,4.936807645920116,1
109643,self-employed,626,460180,9.639816981668874,7,417201,stable,0,0.3497563303934892,1.1030174903703491,1
40764,salaried,362,480942,6.187090955091115,5,154205,rising,0,0.9831836914924934,3.118848286372037,1
128940,self-employed,372,304205,14.805682270607235,8,107302,falling,0,0.1966063026730779,2.835035693649699,1
106027,salaried,674,349188,7.146958874633555,29,484499,rising,0,0.2744489611136786,0.7207197538075414,0
58494,contract,807,238221,5.6723418009056115,17,242007,falling,0,0.3393809621499641,0.9843558244183019,1
23373,salaried,697,218616,10.948473795019096,21,152534,rising,0,0.7794463697428657,1.433228001625867,1
32161,self-employed,419,99976,12.388666771330326,15,305414,falling,0,0.25905081724241574,0.32734583221463326,1
117532,self-employed,736,475468,5.32443446047187,6,242696,rising,0,0.3371195362397758,1.959109338431618,1
112658,self-employed,764,315976,11.587176387270222,29,93440,falling,0,0.23372803825146313,3.3815924657534246,1
143633,self-employed,585,271883,10.322918759514543,20,453145,stable,0,0.1577417213778635,0.5999911728034073,1
120386,self-employed,564,261509,6.032650088750485,6,388645,stable,0,0.1810211874027434,0.672873702221822,1
47350,self-employed,619,346292,6.725238769463621,23,560549,stable,0,0.6094544174586414,0.6177729333207267,1
113008,salaried,675,289241,10.679742973160806,27,474485,falling,0,0.2132894721317665,0.6095893442363826,0
114297,salaried,388,269526,7.963576135132884,23,350012,rising,0,0.196509969640498,0.7700478840725461,1
45351,contract,502,424374,14.38315728651316,29,241323,rising,0,0.7797953738616569,1.7585310973259904,1
108668,self-employed,633,397220,13.187402294840508,20,420053,stable,0,0.30461282683648055,0.9456425736752267,1
134585,self-employed,521,496675,14.835672065136631,26,164523,rising,0,0.3075348912087776,3.0188788193747986,1
35305,salaried,340,350546,7.59670838950414,23,249801,rising,0,0.8274229334843979,1.4033010276179838,1
95353,salaried,367,238799,14.69723632797977,13,95734,falling,0,0.20869733166934093,2.494401153195312,1
96797,salaried,813,88578,9.312338697915578,5,253501,rising,0,0.0762575286424166,0.3494187399655228,0
85953,self-employed,426,140453,8.475187953137546,14,252409,rising,0,0.13617228795582081,0.5564500473437952,1
77458,salaried,554,465534,5.503495269693532,23,513541,stable,0,0.5008456195615688,0.9065176879742806,1
127112,salaried,315,387859,5.527652578596026,5,425744,stable,1,0.2542764124027105,0.9110146003231989,1
40358,salaried,776,258859,11.920112559466547,6,535730,falling,0,0.5345057568098849,0.48318929311406866,1
23267,salaried,361,161435,9.579289944340278,20,350577,stable,0,0.5781973037635564,0.46048371684394585,1
102745,salaried,731,266101,7.265216260361057,16,587173,falling,1,0.21582639868931172,0.45319011603053955,1
109588,salaried,567,201538,11.139703063252327,12,220183,falling,0,0.15325431008261245,0.9153204379993006,1
58513,self-employed,334,407886,7.528581182501112,27,183986,rising,0,0.5809050980124075,2.2169404193797355,1
46092,salaried,793,95475,10.776317543444225,22,405897,rising,0,0.17261672307558795,0.2352197725038618,0
31338,salaried,768,372286,8.592087469826904,6,193783,falling,0,0.989974897355713,1.9211489139914233,1
20412,salaried,624,266232,13.23552226611819,29,291655,stable,0,1.086909660983735,0.9128319418491025,1
27543,salaried,603,207636,13.206961607667793,17,546836,falling,0,0.6282176959663073,0.379704335486325,1
125891,salaried,575,203484,9.773503981224014,10,363895,rising,0,0.1346958877123861,0.559183280891466,1
53496,salaried,500,143526,8.508191093350156,25,227525,rising,0,0.2235774637356064,0.6308141962421712,1
80692,self-employed,744,101001,8.625597965590945,10,296916,stable,0,0.1043071184256184,0.34016691589540476,0
109084,salaried,623,369793,13.05714525668218,13,512184,rising,1,0.28249865547040204,0.7219924870749574,1
112920,self-employed,334,242029,8.281794827976121,20,241149,falling,1,0.1786139154563703,1.0036491961401457,1
143555,self-employed,781,478733,7.09059373706846,15,319654,rising,0,0.2779033587591283,1.497659969842392,1
64425,self-employed,779,194228,5.846883418753068,11,507991,rising,0,0.2512326995214073,0.3823453565122217,0
58756,salaried,364,466280,9.666931208844083,14,269216,falling,0,0.6613225315996096,1.7319921549982171,1
38888,salaried,307,75711,9.82132098919842,14,390714,falling,1,0.16224156552149763,0.19377601007386477,1
55735,salaried,600,80106,13.409087104029071,29,257169,rising,0,0.11977213600071768,0.3114916650140569,0
67295,salaried,642,377602,7.21238696446064,24,366647,rising,0,0.4675954132303044,1.0298788753214945,1
137474,contract,730,459805,8.809912736683998,22,213851,stable,0,0.2787224008418562,2.1501185404791188,1
134352,salaried,723,442573,13.084057388936909,28,428984,rising,0,0.27451086201421143,1.031677172108983,1
103042,salaried,631,267583,13.236236107489734,24,211827,falling,0,0.216402858381372,1.2632147932038882,1
105999,self-employed,737,413898,8.846110759787681,13,381407,stable,0,0.32539457919414333,1.0851872147076482,1
37955,self-employed,473,188286,9.59124023286681,19,450635,rising,0,0.41339744434198394,0.41782373761469926,1
57841,salaried,826,277189,8.03285890849283,8,397231,stable,0,0.3993548405686854,0.6978030415551656,0
90640,salaried,325,176479,14.32554878419312,12,515497,rising,0,0.1622526846131215,0.3423472881510465,1
85510,salaried,705,470343,6.186437657415803,13,131482,falling,0,0.4583703660390598,3.5772425122830502,1
54911,salaried,531,186213,14.3374942300147,17,528073,rising,0,0.28259820436706673,0.35262738295652307,1
79031,salaried,832,78884,11.838664518353433,13,202989,stable,0,0.08317833086594711,0.38861219080836895,0
108726,salaried,849,314852,10.315721526867312,8,490616,rising,0,0.24131915702469203,0.6417483327082688,0
27357,salaried,804,330519,5.326590607844959,21,382259,rising,0,1.0068081295463684,0.864646744746363,1
52479,salaried,478,65088,9.755961918220084,20,356393,stable,0,0.1033556279654719,0.18262984963228795,1
81476,salaried,431,369759,9.077481050027323,19,324255,falling,0,0.3781880553782709,1.1403339963917287,1
64811,salaried,754,422282,6.612188119751226,7,520041,falling,0,0.5429659574249227,0.8120167448335804,1
56208,salaried,647,226118,11.56409603500657,29,190361,rising,0,0.3352399421197457,1.1878378449367255,1
40150,self-employed,839,322158,14.711509073682858,24,366744,falling,0,0.6686550435865505,0.8784274589359335,1
91180,self-employed,705,245497,10.621888110645251,9,379850,rising,0,0.22437029319295168,0.6462998552060024,0
63286,salaried,375,446489,12.147532764439458,27,361366,rising,0,0.5879249228370677,1.2355589623816297,1
132856,salaried,791,228207,5.684504525660168,9,441185,falling,0,0.14314182272535678,0.5172591996554733,0
88450,salaried,493,414986,9.176669958169947,24,446648,rising,0,0.3909798379498775,0.9291119628880012,1
41352,self-employed,461,474097,6.163584851644959,19,121139,stable,0,0.9554092506609918,3.913661166098449,1
75069,self-employed,646,128077,11.127958355365104,22,194919,stable,0,0.14217697496081383,0.6570780683258174,0
131888,salaried,660,189784,14.384821582141546,19,327677,falling,0,0.1199148772696025,0.5791801072397513,0
130448,contract,386,255776,11.617777324716386,6,383446,stable,0,0.16339588699456234,0.6670456857028109,1
34397,salaried,561,365018,5.768030483144216,17,305756,falling,0,0.8843261524745375,1.1938212169180653,1
61555,salaried,513,119087,8.546662049850829,8,429982,rising,0,0.161220317872905,0.27695810522300934,1
66959,self-employed,561,324441,10.506633794408515,14,541375,falling,0,0.40378067175435717,0.5992906949896097,1
20728,self-employed,582,290341,9.032077561332521,17,219718,rising,0,1.1672656953557186,1.3214256456002695,1
70517,self-employed,766,339272,13.336440104751723,14,224615,rising,0,0.40093405372699725,1.5104601206508916,1
139180,self-employed,679,118368,13.146710047099893,13,305568,stable,0,0.0708722517603104,0.38737040527803956,0
86234,salaried,661,269571,11.118310201032214,12,233857,falling,0,0.26050339773175313,1.1527172588376657,1
59954,self-employed,748,391102,8.734579451327052,7,420497,stable,0,0.5436139929501507,0.9300946261209949,1
67280,salaried,740,345064,7.553363737632441,20,504622,rising,0,0.4273979389615537,0.6838068891170024,0
99459,self-employed,392,301514,6.058743182131293,18,431136,falling,0,0.25262838623620454,0.6993477696133007,1
36779,salaried,723,454372,8.54897683486554,13,393572,rising,0,1.0295095933367773,1.154482534326629,1
83932,self-employed,441,192180,9.131725172077196,25,103777,falling,0,0.190809226516704,1.8518554207579714,1
92936,salaried,590,475061,11.758229251040735,15,137939,falling,0,0.4259750437577114,3.4439933593834957,1
44466,self-employed,731,446016,11.581598242975735,7,526242,falling,0,0.835874600818603,0.8475492264015415,1
56939,salaried,348,309904,5.70108139641257,9,428594,rising,0,0.45356141367662467,0.72307125158075,1
89896,self-employed,601,485928,8.952593154311579,14,502769,rising,0,0.45045385779122543,0.9665035035970794,1
55270,salaried,489,445826,6.817788672173619,17,103548,rising,0,0.6721940775586515,4.3055008305327,1
79163,salaried,435,127603,6.568127053168057,8,536437,falling,0,0.13432516874465764,0.23787136234077813,1
102637,salaried,703,83872,13.27302149737246,28,510481,stable,0,0.06809759963106223,0.1642999445620895,0
71934,salaried,640,322872,5.419152167162576,17,205549,rising,0,0.3740373119804265,1.5707787437545306,1
84895,self-employed,617,407246,9.191828759021213,16,513917,falling,0,0.3997545988181479,0.7924353543471028,0
52307,salaried,662,434193,6.682036557665182,9,524503,stable,0,0.6917381994761695,0.8278179533768157,1
74098,contract,681,332727,13.79330215678474,14,217799,falling,1,0.3741970093659748,1.5276791904462372,1
80921,salaried,532,135774,10.570405132750352,28,321532,falling,0,0.13982155435548252,0.4222721222148962,1
25486,salaried,643,450479,7.31380636376848,13,261789,stable,0,1.4729622799445448,1.7207713081909477,1
28335,self-employed,848,438518,10.024272871663765,24,505643,rising,0,1.2896829598258925,0.8672482364039451,1
106900,self-employed,828,248522,12.314863597031158,11,227764,rising,0,0.1937340193327097,1.0911381956762263,1
146020,salaried,482,270357,14.581180089194337,6,111625,rising,0,0.1542922202438022,2.4220111982082866,1
141954,salaried,340,462672,7.20446004245419,26,367062,stable,0,0.2716091128111924,1.2604737074390702,1
122795,self-employed,696,403262,13.861817721293452,28,580147,stable,0,0.27366885188050544,0.6951031376530431,0
109112,salaried,793,115942,14.343041141674902,27,514352,falling,0,0.0885496859496053,0.2254137244532927,0
117203,contract,632,63689,14.164205445320663,11,456970,rising,0,0.04528396599631978,0.13937238768409305,0
31130,contract,426,476150,11.354143568619097,12,194881,falling,0,1.2746279044865618,2.443285902679071,1
