income,age,employment_type,credit_score,past_repayment_history,transaction_behaviour,cash_flow_volatility,rent_payment_on_time,utility_bills_on_time,loan_amount,interest_rate,tenure_years,loan_to_value_ratio,debt_to_income_ratio,loan_to_income_ratio,cross_loan_exposure,declared_value,market_value,price_trend,crime_index,natural_disaster_risk,unemployment_rate,overvaluation_detected,document_consistency_check,synthetic_identity_detected,anomaly_patterns,industry,industry_growth_rate,regional_unemployment,regional_inflation,recession_indicator,portfolio_concentration_risk
83391,40,freelancer,762,default,moderate,high,False,True,73930,5.14,20,0.67,0.3,3.78,0,233029,816596,stable,low,low,12.5,True,failed,False,unusual_large_transaction,hospitality,-4.0,7.2,4.4,False,low
148056,44,salaried,837,mixed,frugal,high,True,True,598432,8.11,8,0.73,0.42,4.43,1,593110,412529,rising,high,low,14.1,True,passed,True,"unusual_large_transaction,sudden_address_change",hospitality,0.8,7.8,3.4,True,high
31063,24,self_employed,556,good,moderate,high,True,True,65094,6.73,10,0.9,0.18,3.35,3,432287,834099,stable,high,medium,12.9,True,failed,False,"none,unusual_large_transaction",healthcare,-1.0,4.5,2.1,True,high
145834,39,freelancer,525,late_payments,moderate,medium,True,False,840220,5.68,25,0.65,0.27,3.43,5,823737,899509,falling,high,low,7.1,False,passed,True,"sudden_address_change,none",hospitality,7.4,2.6,3.3,True,medium
62390,44,freelancer,408,default,moderate,medium,False,True,76947,6.35,21,0.59,0.7,2.6,5,776085,577856,stable,medium,medium,10.5,True,passed,False,none,construction,-1.5,5.5,3.8,True,medium
29319,56,self_employed,374,late_payments,frugal,medium,False,True,839154,6.12,27,0.5,0.18,3.0,1,250023,918033,falling,high,high,7.7,False,passed,False,sudden_address_change,IT,7.9,9.6,9.8,False,low
122039,45,freelancer,376,default,moderate,medium,True,True,896335,7.24,25,0.87,0.6,5.59,2,649306,516401,rising,medium,medium,4.2,False,passed,False,"sudden_address_change,none",construction,6.6,7.3,8.9,True,low
65301,58,self_employed,331,mixed,moderate,low,False,False,889450,5.93,20,0.6,0.67,2.64,1,484978,807682,falling,low,low,7.3,False,passed,True,none,IT,-5.0,4.3,9.8,False,low
49922,56,freelancer,644,late_payments,frugal,high,True,False,639840,5.18,28,0.71,0.66,1.62,3,336374,470489,rising,medium,high,7.8,True,failed,True,multiple_ids_used,manufacturing,5.9,3.6,2.3,True,medium
94370,42,contract,423,late_payments,spending_heavy,medium,False,False,937500,7.14,11,0.81,0.65,2.51,1,296988,419463,rising,high,high,8.0,True,failed,True,sudden_address_change,construction,0.0,10.4,1.6,False,low
24211,44,contract,701,mixed,spending_heavy,low,False,True,559999,7.68,20,0.59,0.4,2.86,4,757310,442701,rising,low,medium,11.2,True,passed,True,"unusual_large_transaction,multiple_ids_used",manufacturing,2.3,11.7,1.1,False,high
52684,64,contract,657,default,moderate,high,True,True,829505,5.93,19,0.71,0.24,4.82,3,299174,696430,rising,high,low,9.9,False,failed,False,sudden_address_change,IT,5.5,8.7,5.2,False,medium
110526,30,self_employed,512,mixed,moderate,low,True,False,200506,9.55,29,0.53,0.65,5.43,1,367041,158051,falling,high,high,5.9,True,passed,False,"sudden_address_change,none",IT,7.2,7.4,7.5,True,low
77379,41,freelancer,558,good,frugal,high,True,True,927073,7.65,9,0.62,0.4,3.08,4,429170,298935,falling,low,high,14.3,True,failed,False,"multiple_ids_used,sudden_address_change",hospitality,0.3,9.6,2.1,False,low
49578,33,self_employed,367,default,spending_heavy,medium,True,False,799294,10.1,16,0.92,0.65,3.16,0,187676,158225,rising,low,medium,5.7,True,failed,False,"multiple_ids_used,unusual_large_transaction",hospitality,4.4,7.5,1.5,True,high
93668,54,freelancer,362,late_payments,spending_heavy,medium,True,True,693363,11.51,19,0.91,0.54,4.38,2,164696,826776,rising,low,low,9.9,False,failed,False,multiple_ids_used,IT,4.7,8.2,6.1,False,medium
88927,33,contract,746,late_payments,spending_heavy,medium,True,True,714014,8.45,9,0.86,0.59,1.84,0,902586,631795,falling,high,medium,9.8,True,passed,True,multiple_ids_used,construction,6.2,8.4,9.5,False,high
36256,63,salaried,757,late_payments,frugal,medium,True,True,274308,5.14,17,0.69,0.52,4.69,2,128514,538645,stable,high,medium,9.0,False,failed,False,unusual_large_transaction,healthcare,-4.5,7.8,8.2,True,low
75301,46,contract,518,late_payments,frugal,medium,False,True,642596,7.58,11,0.77,0.31,2.13,4,294132,331852,rising,medium,low,11.8,False,passed,False,unusual_large_transaction,construction,7.7,9.7,6.6,True,low
57222,33,freelancer,447,late_payments,moderate,medium,True,False,217120,9.07,18,0.88,0.31,5.88,5,679148,699114,falling,medium,medium,8.3,False,passed,True,multiple_ids_used,healthcare,-0.8,2.4,7.5,True,medium
27629,57,salaried,318,good,moderate,low,True,False,396832,7.6,29,0.54,0.39,2.82,1,269245,811297,falling,medium,medium,13.0,True,failed,True,sudden_address_change,manufacturing,5.4,4.3,7.2,False,high
129680,35,contract,781,default,frugal,medium,True,False,416509,6.49,26,0.92,0.71,3.02,4,989946,638487,falling,high,medium,3.4,True,passed,True,"sudden_address_change,none",IT,-3.0,5.2,5.7,False,high
32550,33,freelancer,662,good,frugal,low,True,True,873946,8.32,29,0.59,0.38,2.28,1,945267,647613,stable,high,medium,4.8,True,failed,True,multiple_ids_used,retail,-0.9,8.5,1.2,True,low
53010,22,self_employed,303,mixed,spending_heavy,high,False,True,462645,5.84,21,0.88,0.28,4.61,1,414044,775167,falling,high,medium,13.0,False,passed,False,"multiple_ids_used,sudden_address_change",manufacturing,0.7,4.4,5.9,False,medium
74085,36,salaried,552,late_payments,frugal,medium,False,True,708169,11.28,23,0.79,0.2,5.82,4,887283,425815,falling,low,low,6.0,False,passed,False,"sudden_address_change,multiple_ids_used",hospitality,6.5,2.8,8.5,True,medium
119243,53,contract,686,mixed,moderate,medium,True,True,956485,9.0,22,0.68,0.29,3.77,5,546698,590871,rising,medium,medium,4.1,False,failed,False,"sudden_address_change,multiple_ids_used",IT,0.4,8.7,3.1,False,high
73708,64,contract,689,good,moderate,high,False,False,476002,8.35,16,0.55,0.39,3.91,1,410355,196402,stable,medium,high,9.3,False,failed,False,sudden_address_change,IT,-4.2,6.7,4.3,True,medium
147611,25,self_employed,332,mixed,moderate,high,False,False,96695,8.64,19,0.89,0.32,4.76,1,211676,512955,stable,high,high,5.6,False,failed,False,"sudden_address_change,unusual_large_transaction",manufacturing,7.9,9.7,9.8,True,low
78111,59,salaried,459,mixed,frugal,medium,True,False,165463,10.01,24,0.91,0.39,1.82,0,813123,160407,stable,medium,medium,12.8,True,passed,True,none,manufacturing,1.5,5.1,3.2,False,high
54771,39,self_employed,726,mixed,spending_heavy,high,False,True,679915,10.56,17,0.69,0.39,2.53,3,989490,271902,stable,low,high,13.4,False,passed,True,sudden_address_change,IT,-4.4,4.8,3.9,False,high
114894,41,contract,520,mixed,moderate,low,False,True,87662,8.75,23,0.79,0.35,1.72,5,172482,555732,rising,low,high,6.0,True,failed,True,"none,sudden_address_change",IT,6.3,5.2,6.0,True,medium
46063,64,salaried,566,good,spending_heavy,medium,False,False,874389,5.98,13,0.84,0.34,4.2,3,226557,324128,falling,low,medium,11.2,False,failed,True,"multiple_ids_used,sudden_address_change",IT,-2.5,6.7,3.8,False,high
28299,49,salaried,836,mixed,spending_heavy,medium,False,True,267033,6.76,16,0.9,0.67,5.97,3,849054,587833,rising,medium,low,4.1,False,failed,False,"multiple_ids_used,none",hospitality,3.2,2.6,7.6,False,low
109741,64,self_employed,386,good,moderate,medium,False,True,676594,8.42,11,0.55,0.26,5.99,0,806808,418923,falling,high,medium,12.7,False,passed,True,"unusual_large_transaction,sudden_address_change",hospitality,3.1,4.9,8.2,True,low
24701,29,freelancer,754,good,moderate,high,False,True,356321,7.97,17,0.82,0.64,5.6,2,975939,138615,stable,low,high,9.2,True,failed,True,unusual_large_transaction,hospitality,-0.8,11.6,2.0,True,medium
36115,32,self_employed,425,good,moderate,high,False,False,153044,7.97,25,0.69,0.67,3.19,1,463881,395483,falling,medium,high,8.8,False,failed,True,"unusual_large_transaction,multiple_ids_used",IT,-1.1,11.2,6.6,True,high
51462,26,contract,370,late_payments,spending_heavy,high,False,False,693554,11.69,28,0.94,0.76,1.96,4,621909,146545,rising,low,low,7.3,True,failed,True,multiple_ids_used,construction,-1.5,6.9,3.3,False,high
147670,25,salaried,661,good,frugal,medium,True,True,582408,6.85,21,0.72,0.7,5.25,3,915477,896349,falling,medium,low,7.5,False,failed,True,"none,sudden_address_change",healthcare,5.2,3.6,3.9,False,medium
135413,38,self_employed,436,good,spending_heavy,medium,False,False,109493,9.55,7,0.6,0.47,3.77,3,253447,916596,stable,low,low,7.0,True,passed,True,sudden_address_change,IT,2.3,9.3,9.9,True,low
38204,33,salaried,763,mixed,moderate,low,False,True,582270,6.61,24,0.89,0.37,4.99,4,919162,673972,stable,medium,medium,6.8,True,passed,True,"unusual_large_transaction,multiple_ids_used",hospitality,0.9,2.6,1.6,False,medium
83923,29,contract,304,late_payments,spending_heavy,high,True,False,141006,10.03,10,0.9,0.44,3.31,4,463603,918840,rising,high,high,9.6,False,passed,True,unusual_large_transaction,hospitality,-2.4,4.9,4.3,True,high
56496,26,contract,813,good,spending_heavy,low,True,True,500515,8.98,27,0.62,0.57,1.23,3,757633,751157,falling,medium,high,8.9,False,passed,False,sudden_address_change,construction,1.0,10.2,7.9,True,low
37017,31,salaried,848,late_payments,moderate,low,False,False,86720,8.72,19,0.84,0.5,5.48,1,356816,312445,stable,high,low,7.2,False,failed,True,"none,sudden_address_change",construction,7.6,10.4,7.3,True,low
129829,47,self_employed,678,default,frugal,low,True,True,915590,5.78,27,0.82,0.1,5.21,5,993735,630421,rising,medium,medium,13.6,True,passed,False,none,healthcare,-0.0,10.3,4.3,False,medium
39740,58,self_employed,318,good,frugal,medium,True,True,595097,9.39,16,0.55,0.1,5.62,4,793429,327388,rising,low,low,7.3,False,failed,False,"sudden_address_change,unusual_large_transaction",IT,-5.0,4.9,2.1,True,low
24586,25,self_employed,750,good,frugal,medium,False,False,57289,6.62,26,0.81,0.51,2.76,4,699865,562969,stable,low,high,12.6,False,passed,False,"sudden_address_change,multiple_ids_used",healthcare,-0.6,8.5,5.5,True,low
78654,30,salaried,496,late_payments,moderate,medium,False,False,803334,9.18,21,0.85,0.27,2.23,1,103826,645130,stable,medium,high,5.1,True,failed,False,"unusual_large_transaction,multiple_ids_used",retail,6.7,6.2,7.9,True,high
108611,25,salaried,763,late_payments,moderate,low,True,True,838730,5.15,16,0.81,0.72,5.13,4,941377,248446,falling,medium,low,5.9,False,passed,False,sudden_address_change,IT,5.9,7.9,7.0,True,high
54275,58,freelancer,309,late_payments,spending_heavy,high,False,False,499957,10.03,14,0.9,0.13,5.99,5,228542,858833,falling,high,low,6.5,True,passed,False,none,IT,-0.2,7.6,10.0,False,high
121077,23,contract,662,good,frugal,low,False,True,278954,9.2,6,0.59,0.77,2.76,4,995040,242373,falling,medium,high,10.2,False,failed,False,unusual_large_transaction,manufacturing,-3.6,5.1,1.5,True,low
89735,32,salaried,665,late_payments,moderate,medium,True,True,576882,10.49,5,0.61,0.37,2.4,2,612114,560443,falling,low,high,11.8,True,passed,True,sudden_address_change,IT,-3.8,6.0,7.5,True,high
37967,38,salaried,482,mixed,spending_heavy,medium,True,False,638060,6.67,23,0.55,0.39,2.57,1,869132,455539,falling,high,medium,8.3,False,passed,False,sudden_address_change,construction,5.1,10.9,1.3,False,medium
105241,47,contract,582,late_payments,moderate,medium,True,True,942709,5.65,26,0.61,0.33,2.07,4,556774,849471,falling,high,high,14.5,True,failed,False,unusual_large_transaction,hospitality,-5.0,4.1,4.2,True,low
97919,49,contract,705,default,spending_heavy,medium,False,True,659640,11.47,24,0.68,0.27,1.83,5,841198,348702,stable,medium,medium,3.2,False,passed,False,unusual_large_transaction,IT,2.5,11.7,6.0,False,medium
96891,26,salaried,554,good,moderate,low,True,True,559000,6.9,18,0.62,0.21,4.73,5,227858,106607,stable,medium,low,5.1,True,passed,False,sudden_address_change,manufacturing,7.8,8.4,4.5,False,medium
46965,46,self_employed,589,default,spending_heavy,low,False,True,476987,11.62,9,0.95,0.34,3.4,2,353172,284996,falling,low,medium,10.6,False,failed,True,multiple_ids_used,hospitality,-4.1,8.2,2.4,True,medium
60981,41,salaried,381,default,spending_heavy,medium,False,False,932295,7.72,10,0.84,0.58,3.18,5,422675,942760,stable,high,medium,3.4,True,failed,True,unusual_large_transaction,healthcare,5.3,11.3,6.0,True,high
57430,49,freelancer,596,mixed,frugal,high,True,True,568051,6.46,5,0.6,0.3,3.49,0,380272,822856,falling,medium,high,7.6,False,failed,False,unusual_large_transaction,IT,6.3,5.8,8.8,False,low
119846,64,contract,477,good,spending_heavy,low,False,True,359026,5.42,9,0.82,0.56,2.76,2,678498,917607,falling,low,medium,8.4,False,passed,False,unusual_large_transaction,hospitality,-3.8,5.1,3.8,True,medium
85052,56,freelancer,650,late_payments,spending_heavy,high,False,True,674290,10.64,23,0.79,0.79,4.52,2,889629,469928,stable,high,medium,6.0,False,passed,False,"sudden_address_change,unusual_large_transaction",hospitality,0.0,7.2,2.7,True,low
49401,35,salaried,553,default,frugal,high,False,False,654398,8.35,30,0.62,0.39,4.26,3,288062,559036,falling,medium,high,12.7,True,passed,True,"sudden_address_change,unusual_large_transaction",construction,6.9,5.7,2.4,True,low
37722,52,contract,471,mixed,moderate,low,True,False,390577,5.35,10,0.87,0.58,1.96,5,465103,778024,stable,medium,medium,12.1,False,failed,False,unusual_large_transaction,hospitality,0.3,3.3,7.9,True,medium
109991,29,self_employed,322,mixed,spending_heavy,high,False,True,347607,6.59,19,0.87,0.72,5.39,0,290436,293742,rising,high,medium,5.7,True,passed,True,"unusual_large_transaction,none",construction,-4.5,3.8,5.8,False,high
147700,56,salaried,456,good,spending_heavy,high,False,False,903360,6.38,20,0.89,0.38,5.9,2,418195,647294,stable,low,low,3.5,False,failed,True,multiple_ids_used,retail,3.4,4.4,6.7,True,low
122063,45,salaried,519,default,moderate,medium,False,False,154548,9.84,7,0.76,0.64,4.92,0,616280,570493,stable,high,medium,12.8,True,failed,True,sudden_address_change,manufacturing,4.0,11.4,3.4,True,high
49721,25,salaried,591,good,moderate,medium,True,False,801928,7.98,12,0.81,0.57,4.47,2,113079,144613,stable,low,medium,9.7,True,passed,True,"sudden_address_change,multiple_ids_used",hospitality,7.2,8.4,5.0,False,low
83899,63,freelancer,493,default,spending_heavy,low,True,True,108596,5.96,24,0.93,0.14,3.28,2,669302,817894,falling,low,medium,9.2,False,passed,True,"sudden_address_change,none",healthcare,3.5,12.0,1.3,True,medium
128780,35,self_employed,658,default,spending_heavy,medium,True,True,905546,5.61,22,0.82,0.35,4.01,5,661970,364649,stable,medium,low,11.7,True,passed,False,multiple_ids_used,retail,0.4,4.5,4.5,True,low
36665,55,salaried,838,mixed,moderate,medium,True,False,795388,7.96,30,0.52,0.58,5.22,1,844690,93331,rising,low,high,5.6,False,passed,True,sudden_address_change,healthcare,-4.9,11.3,7.7,False,low
50109,23,self_employed,799,default,moderate,low,True,True,942698,10.8,13,0.94,0.67,1.8,4,955975,167727,stable,high,medium,5.9,False,failed,False,multiple_ids_used,hospitality,8.0,10.4,1.9,False,medium
131278,30,contract,785,mixed,frugal,medium,True,False,597060,9.35,30,0.95,0.16,4.51,5,550424,403985,rising,high,medium,3.3,False,passed,True,"none,sudden_address_change",hospitality,2.3,10.9,7.0,False,medium
35432,24,salaried,374,mixed,spending_heavy,medium,False,False,693180,9.43,27,0.82,0.21,4.97,4,497798,873723,falling,high,high,4.7,False,passed,False,unusual_large_transaction,hospitality,-1.9,6.8,1.1,False,medium
148295,65,self_employed,762,default,spending_heavy,low,True,True,157561,11.76,13,0.69,0.78,4.95,3,452613,735196,falling,low,high,12.6,False,failed,False,none,healthcare,-3.9,8.3,9.2,False,high
56908,51,freelancer,766,good,moderate,medium,False,False,146286,9.77,8,0.85,0.74,5.1,1,526054,516616,rising,low,low,6.0,True,failed,False,multiple_ids_used,construction,-1.6,3.5,9.3,True,high
109379,29,contract,496,good,frugal,high,True,False,571400,7.99,26,0.52,0.38,2.35,0,281770,404069,rising,medium,medium,12.2,False,passed,True,none,IT,6.5,9.4,3.1,True,high
140003,33,salaried,406,late_payments,spending_heavy,medium,False,False,693573,7.87,7,0.75,0.25,5.2,1,743576,440932,rising,low,low,6.2,False,passed,False,multiple_ids_used,healthcare,7.9,5.3,7.5,True,low
145760,60,self_employed,437,default,moderate,high,True,True,782578,10.53,24,0.85,0.34,3.57,4,545780,434776,falling,low,low,11.1,True,passed,True,"unusual_large_transaction,multiple_ids_used",manufacturing,4.2,3.6,8.9,False,low
58050,52,freelancer,545,default,frugal,medium,False,False,835186,5.58,11,0.85,0.26,3.3,5,701715,471893,stable,medium,medium,7.8,False,failed,False,"multiple_ids_used,sudden_address_change",healthcare,-1.1,4.5,9.2,True,medium
101061,53,freelancer,683,late_payments,frugal,medium,True,True,459142,5.78,23,0.73,0.78,1.75,5,800851,809886,falling,high,medium,7.1,False,failed,True,"unusual_large_transaction,sudden_address_change",healthcare,0.1,5.4,5.4,True,low
41071,23,freelancer,839,mixed,moderate,medium,False,True,147604,11.67,27,0.8,0.33,5.87,0,357061,613146,falling,medium,medium,14.6,False,passed,True,"multiple_ids_used,sudden_address_change",manufacturing,3.9,5.1,5.7,False,high
149710,37,self_employed,414,mixed,moderate,high,True,True,396331,9.1,26,0.92,0.33,5.23,2,944901,263241,rising,high,medium,14.9,False,passed,True,"multiple_ids_used,sudden_address_change",manufacturing,6.4,10.3,8.7,False,medium
48479,51,freelancer,425,late_payments,spending_heavy,low,False,True,445434,5.38,12,0.9,0.63,1.72,2,620751,187251,falling,low,low,3.5,False,failed,True,"none,multiple_ids_used",hospitality,5.6,9.8,6.6,False,low
134123,43,salaried,673,late_payments,moderate,low,True,False,793042,9.77,26,0.67,0.75,4.47,5,273617,432515,stable,high,high,11.2,False,failed,True,unusual_large_transaction,hospitality,6.0,2.6,1.2,True,medium
100156,32,self_employed,575,mixed,frugal,medium,True,False,233591,8.37,30,0.57,0.23,4.13,0,595564,257153,stable,low,high,5.4,True,passed,True,"multiple_ids_used,unusual_large_transaction",hospitality,3.2,5.8,2.8,False,medium
144323,31,contract,716,late_payments,frugal,high,False,True,789137,10.07,8,0.79,0.38,5.01,2,632739,334443,stable,high,medium,7.3,True,passed,True,"none,unusual_large_transaction",IT,4.9,8.7,1.9,True,high
93295,26,self_employed,591,default,moderate,medium,False,True,255808,5.7,13,0.73,0.5,2.75,2,747646,718787,stable,medium,high,14.5,False,passed,False,sudden_address_change,healthcare,7.4,8.5,3.7,False,low
55054,59,salaried,529,mixed,frugal,low,True,True,762399,8.81,20,0.76,0.4,1.38,0,396990,832452,rising,medium,high,9.9,True,failed,False,"none,sudden_address_change",construction,7.8,7.5,6.9,True,low
24267,62,freelancer,786,good,moderate,low,False,False,131909,11.55,13,0.86,0.78,1.91,0,405502,329078,falling,high,high,4.0,True,passed,False,"multiple_ids_used,unusual_large_transaction",healthcare,2.9,8.0,7.1,True,high
125062,62,contract,762,default,spending_heavy,low,True,False,320954,5.82,25,0.86,0.56,5.14,3,710185,344517,stable,low,low,5.0,True,failed,True,"multiple_ids_used,unusual_large_transaction",IT,4.9,10.9,3.3,False,low
96222,59,salaried,744,mixed,spending_heavy,low,True,True,266272,10.37,21,0.91,0.66,3.56,0,203127,156829,falling,low,high,4.5,True,failed,True,multiple_ids_used,hospitality,-1.1,7.7,4.3,False,high
131356,40,salaried,411,default,spending_heavy,medium,True,True,949302,5.41,28,0.63,0.7,4.22,1,938321,225035,rising,medium,low,13.4,False,failed,True,multiple_ids_used,construction,-0.9,2.6,6.3,True,high
29014,49,freelancer,805,mixed,spending_heavy,high,True,True,515342,8.26,25,0.57,0.29,4.48,5,381967,402449,stable,high,high,4.8,True,passed,True,sudden_address_change,construction,1.4,9.6,2.8,False,medium
120925,27,self_employed,817,good,moderate,low,False,False,144968,9.31,23,0.64,0.76,2.92,4,443653,209395,rising,high,high,5.6,True,passed,False,multiple_ids_used,IT,-4.9,4.5,7.0,True,medium
71148,35,contract,303,default,spending_heavy,medium,False,True,482682,8.15,25,0.68,0.21,5.37,0,327907,629607,stable,medium,medium,3.2,True,passed,False,"sudden_address_change,multiple_ids_used",hospitality,-1.7,4.7,1.3,True,medium
129208,60,self_employed,307,good,moderate,high,False,False,146159,10.6,28,0.91,0.2,1.34,5,502159,287111,stable,high,medium,6.8,False,passed,True,sudden_address_change,construction,4.7,8.4,3.7,True,medium
92138,34,self_employed,658,mixed,moderate,high,True,True,441036,7.19,24,0.62,0.17,2.44,2,618213,443286,stable,medium,high,12.5,True,passed,False,"none,unusual_large_transaction",IT,0.4,6.2,7.7,False,high
59549,33,freelancer,319,late_payments,spending_heavy,low,False,False,780726,8.73,11,0.75,0.75,4.84,2,293195,890681,stable,low,low,5.5,False,failed,True,"none,unusual_large_transaction",manufacturing,3.1,6.0,9.7,True,low
90361,46,contract,322,late_payments,moderate,high,False,True,760128,6.14,25,0.75,0.58,2.43,2,495979,326799,falling,medium,high,14.3,True,failed,True,"sudden_address_change,none",construction,-1.7,2.7,3.2,True,medium
71522,40,contract,479,good,moderate,high,False,False,362267,7.94,12,0.85,0.16,2.27,1,882572,836260,rising,high,low,9.3,True,passed,True,sudden_address_change,manufacturing,5.0,5.8,6.8,False,medium
74939,65,freelancer,806,good,frugal,low,True,True,637865,11.8,6,0.65,0.61,2.15,5,885403,819950,stable,medium,high,5.9,False,failed,False,"sudden_address_change,unusual_large_transaction",manufacturing,3.8,9.5,9.8,False,high
104270,28,self_employed,687,good,moderate,high,False,False,443251,9.14,29,0.93,0.64,2.88,4,322824,217758,rising,medium,high,10.7,True,failed,True,sudden_address_change,IT,-3.4,4.9,1.3,True,high
143945,36,freelancer,647,late_payments,moderate,low,True,True,105045,10.36,25,0.5,0.19,5.89,1,116583,369762,falling,high,medium,11.1,False,passed,True,"unusual_large_transaction,sudden_address_change",healthcare,7.0,4.2,8.2,True,medium
143578,61,freelancer,448,late_payments,moderate,low,False,False,702892,7.36,6,0.53,0.37,2.67,1,463279,839642,falling,high,high,4.7,False,failed,False,"multiple_ids_used,none",construction,-4.4,8.6,6.6,False,low
135569,35,contract,700,good,spending_heavy,medium,True,False,401400,5.63,8,0.83,0.21,5.85,4,136968,663977,stable,high,low,11.1,True,passed,False,"multiple_ids_used,sudden_address_change",construction,-1.8,3.7,2.8,False,low
129132,22,contract,632,good,frugal,low,False,True,612473,5.49,27,0.8,0.17,4.75,1,650481,507563,falling,medium,high,11.0,True,passed,False,"sudden_address_change,multiple_ids_used",construction,7.2,8.2,6.2,False,high
71107,25,freelancer,371,good,frugal,high,False,True,982876,7.17,14,0.59,0.17,2.97,4,974753,283420,stable,low,low,14.3,True,failed,False,"multiple_ids_used,unusual_large_transaction",IT,7.7,8.5,6.7,False,low
63074,23,self_employed,641,good,frugal,high,True,False,421612,7.44,18,0.93,0.78,4.49,2,792918,354378,falling,high,low,14.6,True,failed,False,sudden_address_change,retail,6.6,4.5,4.2,False,high
41071,51,contract,590,good,frugal,low,True,True,524073,7.25,17,0.82,0.75,5.99,1,477420,389067,rising,medium,low,7.7,True,passed,False,"unusual_large_transaction,sudden_address_change",retail,-2.2,3.3,1.6,False,medium
108260,50,self_employed,548,mixed,frugal,medium,True,False,523345,5.42,28,0.77,0.73,4.84,2,190092,99989,falling,medium,medium,6.9,True,failed,False,multiple_ids_used,healthcare,6.4,8.8,7.4,False,low
143913,33,salaried,523,late_payments,spending_heavy,high,False,True,956888,7.04,28,0.84,0.33,5.99,5,326933,255739,rising,medium,medium,3.4,False,passed,False,"sudden_address_change,multiple_ids_used",healthcare,-1.0,5.0,4.4,True,low
32241,46,freelancer,411,late_payments,spending_heavy,high,True,False,275371,9.71,28,0.9,0.63,1.43,1,880162,842818,stable,low,high,8.9,True,failed,True,"multiple_ids_used,sudden_address_change",retail,2.0,6.1,8.0,False,high
93267,46,self_employed,496,late_payments,frugal,medium,True,True,203370,5.42,5,0.67,0.45,3.58,2,729347,332712,rising,low,high,9.5,False,failed,True,"sudden_address_change,unusual_large_transaction",healthcare,6.9,5.0,4.2,False,high
23176,62,self_employed,419,mixed,spending_heavy,medium,False,False,415465,9.43,28,0.61,0.5,2.47,5,387309,377892,falling,low,high,13.7,True,failed,False,"unusual_large_transaction,none",construction,1.1,9.7,9.4,False,high
72729,37,freelancer,523,late_payments,spending_heavy,high,True,False,719172,7.67,21,0.89,0.75,1.17,2,110460,616313,falling,medium,high,6.2,False,failed,False,"unusual_large_transaction,none",healthcare,2.4,8.6,3.9,False,high
93742,26,freelancer,457,late_payments,frugal,medium,False,True,347543,9.24,21,0.61,0.41,4.83,0,193059,699166,stable,high,medium,3.4,False,passed,False,"none,sudden_address_change",manufacturing,-0.4,5.3,6.3,False,medium
61672,63,self_employed,792,good,spending_heavy,medium,False,False,671306,8.08,10,0.7,0.43,2.29,5,709278,525991,falling,high,high,11.7,False,failed,False,"unusual_large_transaction,none",healthcare,-2.1,11.2,5.2,True,high
138736,51,salaried,724,mixed,spending_heavy,low,True,False,231250,10.47,12,0.93,0.22,4.86,5,349742,896516,falling,medium,high,9.5,True,failed,True,"sudden_address_change,multiple_ids_used",retail,-1.2,2.5,8.4,False,high
84986,22,self_employed,340,default,moderate,medium,True,True,177670,6.7,20,0.79,0.21,2.2,2,672996,286456,falling,low,high,8.9,False,passed,False,unusual_large_transaction,healthcare,-3.8,11.3,2.6,False,low
53865,49,self_employed,477,late_payments,spending_heavy,low,False,False,797947,7.28,9,0.82,0.46,5.86,3,965113,105090,falling,medium,medium,8.7,False,passed,True,unusual_large_transaction,healthcare,5.9,12.0,4.8,True,high
126502,21,salaried,821,late_payments,frugal,medium,True,False,874781,6.15,17,0.9,0.34,1.15,5,125086,335141,rising,medium,high,11.2,False,failed,False,multiple_ids_used,healthcare,7.8,10.1,5.7,True,high
70049,55,contract,352,late_payments,frugal,high,False,False,739500,9.95,27,0.75,0.37,4.19,5,460852,869701,falling,high,medium,11.2,False,failed,False,multiple_ids_used,hospitality,3.9,4.4,3.8,True,high
96786,41,contract,581,default,moderate,low,False,False,575655,10.26,7,0.77,0.35,1.86,4,645429,185185,falling,medium,medium,11.6,False,passed,False,sudden_address_change,hospitality,-4.6,9.7,2.4,False,high
141304,49,salaried,503,mixed,moderate,low,False,False,211211,5.17,30,0.94,0.11,3.83,0,719709,278150,rising,high,low,5.0,False,failed,True,none,IT,0.1,5.2,4.3,True,medium
110982,64,salaried,393,good,frugal,high,True,False,408634,6.12,7,0.95,0.16,2.92,5,934923,142173,stable,medium,low,13.5,False,passed,False,sudden_address_change,manufacturing,4.6,10.3,6.7,True,high
103405,51,salaried,840,mixed,moderate,medium,False,True,746397,5.43,12,0.58,0.5,2.96,0,563633,770579,rising,medium,high,14.2,False,passed,False,"none,multiple_ids_used",retail,-2.3,2.5,3.8,True,low
133005,56,contract,819,default,moderate,high,False,True,58758,5.25,22,0.6,0.46,5.78,1,850045,928702,falling,high,high,7.7,False,passed,True,"unusual_large_transaction,none",retail,4.1,9.3,9.0,True,low
61963,54,contract,794,good,spending_heavy,low,True,False,185088,11.6,24,0.77,0.74,3.62,2,718064,507036,rising,low,medium,13.9,False,failed,True,"none,multiple_ids_used",manufacturing,7.8,3.9,8.6,True,low
96291,49,freelancer,702,good,spending_heavy,low,False,True,565968,11.87,23,0.66,0.64,5.84,1,136032,452944,falling,high,low,5.9,False,passed,True,"multiple_ids_used,sudden_address_change",healthcare,7.7,10.1,3.6,False,low
